                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                0.61897,                0.60321,                0.98509,                0.95295,                0.91178,                0.95953,                0.85185,                0.54942,                0.52937,                0.93433,              0.0009406,              0.0009406,              0.0009406
                     63,                0.59267,                0.58311,                0.95737,                0.98292,                0.92515,                0.98106,                0.87693,                0.50323,                0.45795,                0.88726,             0.00093961,             0.00093961,             0.00093961
                     64,                0.59466,                0.56189,                0.97293,                0.94131,                0.92011,                0.97472,                0.86481,                0.53126,                0.50484,                0.91503,             0.00093862,             0.00093862,             0.00093862
                     65,                0.60965,                0.58354,                0.97627,                 0.9499,                0.92801,                0.98124,                 0.8601,                0.53623,                0.51595,                0.92444,             0.00093763,             0.00093763,             0.00093763
                     66,                 0.6151,                0.56691,                0.97513,                0.94313,                0.94976,                0.97925,                0.87271,                0.52211,                0.46922,                0.90449,             0.00093664,             0.00093664,             0.00093664
                     67,                0.59644,                0.55236,                0.95957,                0.96145,                0.91673,                0.97887,                0.84804,                0.56074,                0.48103,                0.92063,             0.00093565,             0.00093565,             0.00093565
                     68,                0.61246,                0.56049,                0.98271,                0.95353,                0.92774,                0.97822,                0.84666,                0.55879,                0.51081,                0.92311,             0.00093466,             0.00093466,             0.00093466
                     69,                0.57429,                0.54038,                0.95387,                0.93037,                0.94565,                0.95753,                0.83827,                0.56576,                0.59492,                0.92307,             0.00093367,             0.00093367,             0.00093367
                     70,                0.59384,                0.55632,                0.96838,                0.92377,                0.95035,                0.98228,                0.84909,                0.58232,                0.47115,                0.94314,             0.00093268,             0.00093268,             0.00093268
                     71,                0.56965,                0.54151,                0.96769,                0.96309,                0.92223,                0.98584,                0.85835,                0.57309,                0.43841,                0.92672,             0.00093169,             0.00093169,             0.00093169
                     72,                0.57187,                0.54194,                 0.9671,                0.95827,                0.94868,                0.98845,                0.86835,                 0.5439,                 0.4439,                0.89879,              0.0009307,              0.0009307,              0.0009307
                     73,                0.56238,                0.52248,                 0.9552,                0.97616,                0.93085,                0.98709,                 0.8763,                0.51278,                0.42199,                0.90376,             0.00092971,             0.00092971,             0.00092971
                     74,                0.55516,                0.52667,                0.95593,                0.92662,                0.94003,                0.98137,                0.86457,                0.51019,                0.45394,                0.90663,             0.00092872,             0.00092872,             0.00092872
                     75,                0.57108,                0.53657,                0.96008,                0.95529,                0.92385,                 0.9746,                0.85858,                0.52923,                0.47703,                0.90431,             0.00092773,             0.00092773,             0.00092773
